id_festival,nom_festival,envergure_territoriale_festival,code_insee_commune_festival,adresse_postale_festival,complement_adresse_festival,site_internet_festival,adresse_mail_festival,decennie_creation_festival,annee_creation_festival,discipline_dominante_festival,sous-categorie_spectacle_vivant,sous-categorie_musique,sous-categorie_cinema_et_audiovisuel,sous-categorie_arts_visuels_et_numeriques,sous-categorie_livre_et_litterature,periode_principale_deroulement_festival,geocodage_xy_festival,geocodage_latitude_festival,geocodage_longitude_festival,,,,,,,,,,,,,,,,
4532,Festival de l'anche,,83069,,,https://www.festivaldelanche.com,organisation@festivaldelanche.com,De 2000 à 2009,,Musique,,"Blues, jazz et musiques improvisées, musique classique, musiques méditerranéennes",,,,Avant-saison (1er janvier - 20 juin),"43.1018713534, 6.18898508469",43.1018713534,6.18898508469,,,,,,,,,,,,,,,,
4533,L'irrégulier,,1053,,Différents lieux : L'école Alphonse Baudin Cie Passaros,https://www.passaros.fr/lirregulier/,emilie.borgo@passaros.fr,De 2000 à 2009,2004,Spectacle vivant,Danse,,,,,Avant-saison (1er janvier - 20 juin),"46.2051520382, 5.24602125501",46.2051520382,5.24602125501,,,,,,,,,,,,,,,,
4534,Les Échappées Musicales du Médoc,,33208,,,http://www.lesechappeesmusicales.fr/,lesechappeesmusicales@gmail.com,2010 et après,2016,Musique,,Musiques classiques et savantes,,,,Saison (21 juin - 5 septembre),"45.4149833388, -0.96259528402",45.4149833388,-0.96259528402,,,,,,,,,,,,,,,,
4535,Fès Jazz in Riad,,78321,,,,,,,Musique,,Musiques actuelles,,,,Après-saison (6 septembre - 31 décembre),"48.7904544648, 1.90784227893",48.7904544648,1.90784227893,,,,,,,,,,,,,,,,
4536,Musiques Au Coeur des Monts d'Arrée,,29054,Eglise Saint-Jean Baptiste,,https://musiquesmontsdarree.wixsite.com/musiques,musiquesaucoeurdesmontsdarree@gmail.com,De 2000 à 2009,2007,Spectacle vivant,,Musique classique,,,,Avant-saison (1er janvier - 20 juin),"48.391234337, -3.85236345367",48.391234337,-3.85236345367,,,,,,,,,,,,,,,,
4537,Festival BD livre et jeunesse de La Fouillade,,12105,,Dans l'ancienne école saint jean baptiste de la fouillade,,bulles.douze@gmail.com,De 1990 à 1999,1997,"Livre, littérature",,,,,,Saison (21 juin - 5 septembre),"44.2345851449, 2.04784404559",44.2345851449,2.04784404559,,,,,,,,,,,,,,,,
4538,Roc n brout,,3043,1 Place de la Mairie,,http://www.wepachaba.fr/,wepachaba@gmail.com,De 1990 à 1999,,Musique,,Musiques actuelles,,,,Saison (21 juin - 5 septembre),"46.1961727418, 3.28851651471",46.1961727418,3.28851651471,,,,,,,,,,,,,,,,
4539,Festiv'al shimmy,,83085,,,https://www.festiv-alshimmy.com/,festivalshimmy@gmail.com,2010 et après,,Pluridisciplinaire,Danse,Musique traditionnelle,,,,Avant-saison (1er janvier - 20 juin),"43.5078511168, 6.55055399937",43.5078511168,6.55055399937,,,,,,,,,,,,,,,,
4540,Fêtes Le Pont,,17300,16 Rue de l'Aimable Nanette,Apt 101 - Bâtiment E,http://www.cnarsurlepont.fr,communication@cnarsurlepont.fr,2010 et après,2014,Spectacle vivant,Arts de la rue,,,,,Avant-saison (1er janvier - 20 juin),"46.1620643972, -1.17465702836",46.1620643972,-1.17465702836,,,,,,,,,,,,,,,,
4541,Country roque festival,,13084,,,https://www.countryroque.com,countryroquefestival@gmail.com,De 1990 à 1999,1998,Musique,,Country music , culture Amériques-Caraïbes,,,,Saison (21 juin - 5 septembre),"43.7176409517, 5.30157633559",43.7176409517,5.30157633559,,,,,,,,,,,,,,,
4542,Le spectacle est dans la rue,,73116,Rue Rue verte,,https://festivallespectacleestdanslarue.com,festivalspectacleestdanslarue@gmail.com,2010 et après,2017,Spectacle vivant,Arts du cirque,,,,,Saison (21 juin - 5 septembre),"45.2460484635, 6.28249903846",45.2460484635,6.28249903846,,,,,,,,,,,,,,,,
4543,Les kiosques à musique,,7349,,Différents lieux : La voulte sur Rhone Parc Baboin,http://www.kiosquesamusique.com,,de 1980 à 1989,1988,Musique,,Musiques amplifiées ou électroniques,,,,Saison (21 juin - 5 septembre),"44.8015403943, 4.78018830634",44.8015403943,4.78018830634,,,,,,,,,,,,,,,,
4544,Paradisiac Field,,59331,1 chemin de la gadelière,,https://www.collectif-parasites.com,francois@collectif-parasites.com,2010 et après,2011,Musique,,"Jazz, blues, Hip-hop, rap, slam, Métal, hard rock, Musiques du monde, Musiques électroniques, techno, Musiques traditionnelles, Pop, rock, Variétés internationales",,,,Saison (21 juin - 5 septembre),"50.1205093509, 3.68851283044",50.1205093509,3.68851283044,,,,,,,,,,,,,,,,
4545,Les plages électroniques,,6029,1 Boulevard De la croisette,Palais des festivals et des congrès,,contact@plages-electroniques.com,De 2000 à 2009,2006,Musique,,Electroniques,,,,Saison (21 juin - 5 septembre),"43.5526202843, 7.00427592728",43.5526202843,7.00427592728,,,,,,,,,,,,,,,,
4546,Tinta'Mars,,52269,,,https://www.tintamars.com,association.tintamars@gmail.com,De 1980 à 1989,1989,Spectacle vivant,Théâtre,,,,,Avant-saison (1er janvier - 20 juin),"47.8591544821, 5.33880466821",47.8591544821,5.33880466821,,,,,,,,,,,,,,,,
4547,Courtoujours,,22113,Carré Magique,Parvis des droits de l'Homme,https://www.facebook.com/courtoujourslannion/,festivalcourtoujours@gmail.com,De 2000 à 2009,2006,"Cinéma, audiovisuel",,,Court métrage,,,Avant-saison (1er janvier - 20 juin),"48.7433496707, -3.46159799691",48.7433496707,-3.46159799691,,,,,,,,,,,,,,,,
4548,Scorfel,,22113,Salle des Ursulines,,,convention.scorfel@gmail.com,2010 et après,2013,"Livre, littérature",,,,,"Fiction (roman, théâtre, etc.), Science-fiction, Bande dessinée, comics, manga, Jeux de rôle, jeux de plateaux, fantasy",Après-saison (6 septembre - 31 décembre),"48.7433496707, -3.46159799691",48.7433496707,-3.46159799691,,,,,,,,,,,,,,,,
4549,Le chien rouge,,83031,,Parking Denis Tissot,https://www.lechienrouge.fr,communication@lecannetdesmaures.com,2010 et après,2010,Musique,,"Variété internationale, pop, rock",,,,Saison (21 juin - 5 septembre),"43.3737632121, 6.3755010333",43.3737632121,6.3755010333,,,,,,,,,,,,,,,,
4550,Muses en troc,,44079,2 Rue des Écoles,,,musesentroc@mailo.com,De 2000 à 2009,2003,Spectacle vivant,"Cirque, Arts de la rue",,,,,Après-saison (6 septembre - 31 décembre),"47.2077664835, -1.29844309328",47.2077664835,-1.29844309328,,,,,,,,,,,,,,,,
4551,Notes d'automne,,94058,,,,relations.publiques@cdbm.org,De 2000 à 2009,2008,Musique,,Musique classique,,,,Après-saison (6 septembre - 31 décembre),"48.8423952383, 2.50406848573",48.8423952383,2.50406848573,,,,,,,,,,,,,,,,
4552,Festival Clapotis,,34210,Route Le Pouget,Domaine Départementale Les 3 Fontaines,https://www.festivalclapotis.com,infos.clapotis@gmail.com,2010 et après,2014,Spectacle vivant,,,,,,Après-saison (6 septembre - 31 décembre),"43.5925476738, 3.51727150563",43.5925476738,3.51727150563,,,,,,,,,,,,,,,,
4553,Pop Cornes Festival,,25512,1 Rue Les Butiques,,https://www.pop-cornes-festival.fr,infos@pop-cornes-festival.fr,2010 et après,2019,Musique,,"Chanson ou variété française, Hip-hop, rap, slam, Métal, hard rock, Musique contemporaine, Musiques du monde, Musiques électroniques, techno, Pop, rock, RnB",,,,Avant-saison (1er janvier - 20 juin),"47.1549185878, 6.73440290446",47.1549185878,6.73440290446,,,,,,,,,,,,,,,,
4554,Jazz aux issambres,,83107,,,,rolf.majewski@wanadoo.fr,2010 et après,2011,Musique,,Jazz,,,,Saison (21 juin - 5 septembre),"43.4285090958, 6.65212881719",43.4285090958,6.65212881719,,,,,,,,,,,,,,,,
4555,Aux Ormes Mozartiens,,86183,,,http://www.laposteauxchevaux.com/La_Poste_aux_Chevaux/Festivals.html,delogiviere@gmail.com,De 2000 à 2009,2008,Musique,,Musiques classiques et savantes,,,,Avant-saison (1er janvier - 20 juin),"46.9649927352, 0.622269662308",46.9649927352,0.622269662308,,,,,,,,,,,,,,,,
4556,Les Turbulles,,38210,,Ecole primaire,https://turbulles.a-balles-et-bulles.fr/,,2010 et après,2012,Spectacle vivant,"théâtre, arts de la rue et du cirque",,,,,Avant-saison (1er janvier - 20 juin),"45.7563040682, 5.25503498481",45.7563040682,5.25503498481,,,,,,,,,,,,,,,,
4557,Yeah !,,84068,,,,contact@festivalyeah.fr,2010 et après,,Musique,,,,,,Avant-saison (1er janvier - 20 juin),"43.7780333839, 5.36616174066",43.7780333839,5.36616174066,,,,,,,,,,,,,,,,
4558,Les Estives musicales,,64353,,,,,De 1980 à 1989,1980,Musique,,Musiques classiques et savantes,,,,Saison (21 juin - 5 septembre),"43.0727682758, -0.337194181284",43.0727682758,-0.337194181284,,,,,,,,,,,,,,,,
4559,Zébuli salon de illustration et BD jeunesse,,70311,1 Place Saint-Pierre,Espace Frichet,,l3lassociation@gmail.com,2010 et après,2019,"Livre, littérature",,,,,"Bande dessinée, comics, manga, Albums et illustratilns jeunesse",Après-saison (6 septembre - 31 décembre),"47.823919724, 6.36363973342",47.823919724,6.36363973342,,,,,,,,,,,,,,,,
4560,Les lions du rire,,69123,,Différents lieux : Bourse du Travail Palais de la Mutualité,https://festivalleslionsdurire.wordpress.com/,,2010 et après,,Spectacle vivant,Humour,,,,,Avant-saison (1er janvier - 20 juin),"45.759723, 4.842223",45.759723,4.842223,,,,,,,,,,,,,,,,
4561,Peinture fraîche festival,,69123,,Halle debourg,https://www.peinturefraichefestival.fr/,,2010 et après,,"Arts visuels, arts numériques",,,,,,Après-saison (6 septembre - 31 décembre),"45.759723, 4.842223",45.759723,4.842223,,,,,,,,,,,,,,,,
4562,Petit bulletin festival,,69123,,La chapelle de la trinité,http://agenda-festivals.com/2018-le-petit-bulletin-35344.html,,2010 et après,,Musique,,Musiques amplifiées ou électroniques,,,,Après-saison (6 septembre - 31 décembre),"45.759723, 4.842223",45.759723,4.842223,,,,,,,,,,,,,,,,
4563,Les nuits de Marcolès,,15117,1 Place de la Mairie,Le Bourg,,ch.montin15@orange.fr,De 1990 à 1999,1994,"Livre, littérature",,,,,Conte,Saison (21 juin - 5 septembre),"44.7824610941, 2.35726989792",44.7824610941,2.35726989792,,,,,,,,,,,,,,,,
4564,Rencontres Documentaire et Animation,,47157,,,https://nefanimation.fr/rencontres-formations/rencontres-professionnelles-sur-le-documentaire-anime/,contact@nefanimation.fr,2010 et après,2016,"Cinéma, audiovisuel",,,,,,Avant-saison (1er janvier - 20 juin),"44.5055176845, 0.172174280849",44.5055176845,0.172174280849,,,,,,,,,,,,,,,,
4565,Festival du Verbe,,31324,,"au camping du moulin Adresse administrative : La Verbothèque 8, Rue du Baréat 31360 Saint-Martory",https://lesamisduverbe.org/festival/,verbe@wanadoo.fr,De 2000 à 2009,2004,Spectacle vivant,concours de poésie,,,,,Après-saison (6 septembre - 31 décembre),"43.2020024621, 1.00117227256",43.2020024621,1.00117227256,,,,,,,,,,,,,,,,
4566,Festival de Théâtre pour Rire,,22143,Maison des Associations,,,ericdura@club-internet.fr,De 1990 à 1999,1997,Musique,Théâtre,,,,,Après-saison (6 septembre - 31 décembre),"48.6017682782, -2.29021789488",48.6017682782,-2.29021789488,,,,,,,,,,,,,,,,
4567,Festival de Melle,,79174,,,,info@festivaldemelle.com,Avant 1980,1971,Musique,,Musiques classiques et savantes,,,,Avant-saison (1er janvier - 20 juin),"46.2309583731, -0.147888712984",46.2309583731,-0.147888712984,,,,,,,,,,,,,,,,
4568,Musique à Fontmorigny,,18143,,,,,De 1990 à 1999,,Musique,,,,,,Saison (21 juin - 5 septembre),"47.0419975114, 2.93649799809",47.0419975114,2.93649799809,,,,,,,,,,,,,,,,
4569,Festival du cinéma européen de Meyzieu,,69282,Place de l'Europe,Hotel de ville,https://www.cinema-europeen.fr,aurelien@cinepassionmeyzieu.com,De 2000 à 2009,2000,"Cinéma, audiovisuel",,,"Court métrage, Fiction long métrage, film d'animation",,,Avant-saison (1er janvier - 20 juin),"45.7770899686, 5.00632679347",45.7770899686,5.00632679347,,,,,,,,,,,,,,,,
4570,Rue Dell Arte,,22153,1 Rue du Bel Orient,,,,De 2000 à 2009,2006,Musique,Arts de la rue,,,,,Saison (21 juin - 5 septembre),"48.3581980369, -2.63225581837",48.3581980369,-2.63225581837,,,,,,,,,,,,,,,,
4571,Biennale nationale de photographie de danse - Mouvement capturé,,82121,1 Place du Coq,,https://www.paris-art.com/thierry-malandain-olivier-houeix-mouvement-capture/,productionciepedropauwels@gmail.com,2010 et après,2013,"Arts visuels, arts numériques",Danse,,,Photographie,,Avant-saison (1er janvier - 20 juin),"44.0222594578, 1.36408636501",44.0222594578,1.36408636501,,,,,,,,,,,,,,,,
4572,Salon du livre jeunesse de Montigny-lès-Metz,,57480,,,,mairie@montigny-les-metz.fr,2010 et après,2013,"Livre, littérature",,,,,"Littérature jeunesse en général, salon du livre",Avant-saison (1er janvier - 20 juin),"49.0953199106, 6.15452599506",49.0953199106,6.15452599506,,,,,,,,,,,,,,,,
4573,Festival de Cinéma de Montmirail,,51380,,,,ot.montmirail51@orange.fr,2010 et après,,"Cinéma, audiovisuel",,,,,,Avant-saison (1er janvier - 20 juin),"48.8802869076, 3.56048556258",48.8802869076,3.56048556258,,,,,,,,,,,,,,,,
4574,Emergency festival,,34172,20 Rue de Verdun,,,communication@acord-production.com,2010 et après,2017,Musique,,,,,,Après-saison (6 septembre - 31 décembre),"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,,,,,,,,,,,,,,,,
4575,Montrouge-Paris Guitar Festival,,92049,,,https://parisguitarfestival.com,administration@parisguitarfestival.com,2010 et après,2013,Musique,,"Chanson ou variété française, Musiques du monde, Variétés internationales, RnB, Hip-hop, rap, slam, Pop, rock, Jazz, blues, Musique classique",,,,Avant-saison (1er janvier - 20 juin),"48.8153032159, 2.31648921432",48.8153032159,2.31648921432,,,,,,,,,,,,,,,,
4576,Festival des vents,,84081,677 Rue Folard,,https://www.festivaldesvents.com,contact@festivaldesvents.com,De 2000 à 2009,2002,Musique,,"Jazz, blues",,,,Saison (21 juin - 5 septembre),"43.9337788848, 4.90875878315",43.9337788848,4.90875878315,,,,,,,,,,,,,,,,
4577,Festival Beauregard,,14327,Ancienne Route de Ouistreham,Château de Beauregard,https://www.festivalbeauregard.com/,prod@festivalbeauregard.com,De 2000 à 2009,2009,Musique,,"Pop, rock",,,,Saison (21 juin - 5 septembre),"49.2073560619, -0.331022626025",49.2073560619,-0.331022626025,,,,,,,,,,,,,,,,
4578,Projets pour la vallée festival de contes de la vallée de Munsterrallée de Munster ( 68),,68226,,,https://www.valleedescontes.org,projetspourlavallee@wanadoo.fr,De 1990 à 1999,1999,Spectacle vivant,Conte,,,,,Avant-saison (1er janvier - 20 juin),"48.0448514207, 7.14149744282",48.0448514207,7.14149744282,,,,,,,,,,,,,,,,
4579,Festival de musique de chambre de Mus,,30185,30 Rue Rue du Temple,,,musicadomitia@free.fr,De 2000 à 2009,2008,Musique,,,,,,Avant-saison (1er janvier - 20 juin),"43.7371547201, 4.20278682851",43.7371547201,4.20278682851,,,,,,,,,,,,,,,,
4580,6 Week-Ends d'Art Contemporain,,54395,,,,asso6weac@gmail.com,2010 et après,2012,"Arts visuels, arts numériques",,,,,,Avant-saison (1er janvier - 20 juin),"48.6901995499, 6.17588254434",48.6901995499,6.17588254434,,,,,,,,,,,,,,,,
4581,Biennale International de l'Image,,54395,,,,biennale@free.fr,De 1980 à 1989,,"Arts visuels, arts numériques",,,,,,Avant-saison (1er janvier - 20 juin),"48.6901995499, 6.17588254434",48.6901995499,6.17588254434,,,,,,,,,,,,,,,,
4582,Ma vigne en musique,,11262,16 Place de l'Hôtel de Ville,Palais Des Archevêques,,,2010 et après,2016,Musique,,,,,,Avant-saison (1er janvier - 20 juin),"43.1652399898, 3.02023868739",43.1652399898,3.02023868739,,,,,,,,,,,,,,,,
4583,Festival de l'imaginaire du pays d'Aix,,13050,6 Avenue De la résistance,Médiathèque municipale,https://mediatheque.lambesc.fr,autresmondes@agglo-paysdaix.fr,De 2000 à 2009,,"Livre, littérature",,,,,"Fantastique, sf, épouvante",Après-saison (6 septembre - 31 décembre),"43.6615217681, 5.25191446931",43.6615217681,5.25191446931,,,,,,,,,,,,,,,,
4584,Soirées performances,,45234,Boulevard Pierre Ségelle,Théâtre d'Orléans,https://www.scenenationaledorleans.fr,contact@theatredorleans.fr,2010 et après,2010,"Arts visuels, arts numériques",,,,Performance,,Avant-saison (1er janvier - 20 juin),"47.8828634214, 1.91610357477",47.8828634214,1.91610357477,,,,,,,,,,,,,,,,
4585,Afrique Unie,,75056,,,https://www.salonafriqueunie.com/,,2010 et après,01/01/2015 00:00,Musique,,Musiques actuelles,,,,Avant-saison (1er janvier - 20 juin),"48.8594154976, 2.37874106024",48.8594154976,2.37874106024,,,,,,,,,,,,,,,,
4586,BitterSweet (paradise),,75056,,,https://www.baladessonores.com,,,,Musique,,Musiques actuelles,,,,Saison (21 juin - 5 septembre),"48.8567, 2.3508",48.8567,2.3508,,,,,,,,,,,,,,,,
4587,Grand Poetry Slam,,75056,,,,,,,Musique,,,,,,Avant-saison (1er janvier - 20 juin),"48.8567, 2.3508",48.8567,2.3508,,,,,,,,,,,,,,,,
4588,Scènes ouvertes à l'insolite,,75056,,,,,De 2000 à 2009,2007,Spectacle vivant,Marionnettes et théâtre d'objets,,,,,Avant-saison (1er janvier - 20 juin),"48.8445086596, 2.34985938556",48.8445086596,2.34985938556,,,,,,,,,,,,,,,,
4589,Séquence Danse Paris,,75056,,,https://www.104.fr/fiche-evenement/sequence-danse-paris-2021.html,,2010 et après,2013,Spectacle vivant,Danse,,,,,Avant-saison (1er janvier - 20 juin),"48.886868623, 2.38469432787",48.886868623,2.38469432787,,,,,,,,,,,,,,,,
4590,Estivales de Musique en Médoc,,33314,1 Quai Antoine Ferchaud,,http://www.estivales-musique-medoc.com/,secretaire@estivales-musique-medoc.com,De 2000 à 2009,2004,Musique,,Musiques classiques et savantes,,,,Saison (21 juin - 5 septembre),"45.1990068041, -0.758200153521",45.1990068041,-0.758200153521,,,,,,,,,,,,,,,,
4591,Vibrations urbaines,,33318,,,https://vibrations-urbaines.net/,courrier@mairie-pessac.fr,De 1990 à 1999,1997,Spectacle vivant,Spectacle vivant pluridisciplinaire,,,,,Après-saison (6 septembre - 31 décembre),"44.7915990521, -0.676303166277",44.7915990521,-0.676303166277,,,,,,,,,,,,,,,,
4592,Pézenas enchantée,,34199,,Différents lieux :  Collégiale Saint-Jean l’Eglise Ste-Ursule le Foyer des Campagnes Cinema municipale le molière,https://www.pezenasenchantee.fr/,,De 2000 à 2009,,Musique,,,,,,Avant-saison (1er janvier - 20 juin),"43.462990168, 3.41651652125",43.462990168,3.41651652125,,,,,,,,,,,,,,,,
4593,Roue Waroch,,56158,Complexe sportif,,https://www.roue-waroch.fr,"petraneue@orange,fr",De 1990 à 1999,1996,Musique,,,,,,Avant-saison (1er janvier - 20 juin),"47.6973490259, -2.83080852214",47.6973490259,-2.83080852214,,,,,,,,,,,,,,,,
4594,Gouel An Eost,,29192,Sur le Site de Prat-Coulm,,,gouelaneost@gmail.com,De 1980 à 1989,,Musique,Danse,Musique,,,,Saison (21 juin - 5 septembre),"48.655920654, -4.04176176078",48.655920654,-4.04176176078,,,,,,,,,,,,,,,,
4595,Exposition de clocher en clocher,,22222,Dans laes 7 chapelles de Plouha,,,amyoh@orange.fr,2010 et après,2016,"Arts visuels, arts numériques",,,,"Peinture, Sculpture, Installation",,Après-saison (6 septembre - 31 décembre),"48.6822316529, -2.93147403458",48.6822316529,-2.93147403458,,,,,,,,,,,,,,,,
4596,Mondial'Folk,,29215,Salle Avel-Dro,39 Rue Georges Le Bail,,info@mondialfolk.org,De 1980 à 1989,,Musique,,,,,,Saison (21 juin - 5 septembre),"47.9832115947, -4.40960157261",47.9832115947,-4.40960157261,,,,,,,,,,,,,,,,
4597,Les Editeuriales,,86194,,,,mediatheques@grandpoitiers.fr,2010 et après,2015,"Livre, littérature",,,,,,Avant-saison (1er janvier - 20 juin),"46.5839207726, 0.359947653003",46.5839207726,0.359947653003,,,,,,,,,,,,,,,,
4598,OFNI- Osons Filmer Notre Imaginaire,,86194,,,http://nyktalopmelodie.org/,ofni@nyktalopmelodie.org,De 2000 à 2009,2003,Spectacle vivant,Spectacle vivant pluridisciplinaire,,,,,Après-saison (6 septembre - 31 décembre),"46.5839207726, 0.359947653003",46.5839207726,0.359947653003,,,,,,,,,,,,,,,,
4599,Dé-lire en Revermont,,39434,,,,lireaucoeurdujura@lilo.org,2010 et après,2017,"Livre, littérature",,,,,,Saison (21 juin - 5 septembre),"46.8222386118, 5.73292565089",46.8222386118,5.73292565089,,,,,,,,,,,,,,,,
4600,Suivez les regards,,54431,,,https://www.ville-pont-a-mousson.fr,mairie@ville-pont-a-mousson.fr,2010 et après,2010,Spectacle vivant,Arts de la rue,,,,,Après-saison (6 septembre - 31 décembre),"48.9219828048, 6.05392690748",48.9219828048,6.05392690748,,,,,,,,,,,,,,,,
4601,INVENTIO,,77379,,,https://www.inventio-music.com,resaconcert@orange.fr,2010 et après,2016,Musique,,"Musique contemporaine, Musique classique",,,,Saison (21 juin - 5 septembre),"48.5633093312, 3.28756780085",48.5633093312,3.28756780085,,,,,,,,,,,,,,,,
4602,Sonik,,29232,Le Novomax,2 Bd Dupleix,http://www.theatre-cornouaille.fr/programme/sonik,contact@theatre-cornouaille.fr,2010 et après,2011,Musique,,"Musiques du monde, Musiques traditionnelles, Musiques électroniques, techno, Jazz, blues, Opéra, Musique classique, musiques d'aujourd'hui (musique contemporaine)",,,,Avant-saison (1er janvier - 20 juin),"47.9971425162, -4.09111944455",47.9971425162,-4.09111944455,,,,,,,,,,,,,,,,
